App,Rating,Installs,Price,"DSLU (days since dec 1, 202)",Reviews,Size,Type,Current Ver,Android Ver,Category,Genres,Content Rating
Cy Messenger,4.5,100,0,3015,4,8.1,Free,1.3.0,2.3.3 and up,COMMUNICATION,Communication,Everyone
Igitabo cy'Indirimbo,4.5,50000,0,1760,93,1.6,Free,INDIRIMBO V.2014.002,1.6 and up,FAMILY,Entertainment,Everyone
Doctor Finder CY,4.9,1000,0,2577,57,6.1,Free,1.7,3.0 and up,MEDICAL,Medical,Everyone
Eshopcy.com.cy,4.2,5000,0,1581,182,4.9,Free,1.3,2.2 and up,SHOPPING,Shopping,Everyone
Cy-Fair VFD EMS Protocols,5,100,0,1897,2,2.00E+07,Free,1.8.3,4.1 and up,MEDICAL,Medical,Everyone 10+
Cy-Fair Christian Church,5,100,0,1946,2,9.3,Free,24.8.1,4.1 and up,LIFESTYLE,Lifestyle,Everyone
Shadowverse CCG,4.2,1000000,0,1585,47340,6.10E+07,Free,2.2.15,4.1 and up,GAME,Card,Teen
CY Digital Net,4.7,500,0,1948,3,5.8,Free,2.0.0,4.0 and up,SHOPPING,Shopping,Everyone
Cymath - Math Problem Solver,4.5,1000000,0,1693,10159,6.4,Free,2.17,4.1 and up,FAMILY,Education,Everyone
Rewards,3.8,5000,0,1812,57,4,Free,4.1,2.3 and up,FINANCE,Finance,Everyone
Army of Heroes,4.5,1000000,0,1583,85015,4.60E+07,Free,1.03.06,4.0 and up,FAMILY,Strategy,Everyone 10+
Math Solver,4.3,100000,0,1836,2250,3.00E+07,Free,1.2,4.1 and up,FAMILY,Education,Everyone
Cyprus Bus Companion,3.9,10000,0,3262,112,1.4,Free,1.3,2.2 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
Cyprus Police,4.2,10000,0,1765,226,1.50E+07,Free,1.122.250.1421,2.2 and up,SOCIAL,Social,Everyone 10+
foody Cyprus - online ordering,4.5,10000,0,1738,214,1.8,Free,2.92,4.0.3 and up,SHOPPING,Shopping,Everyone
Death Dragon Knights RPG,4.1,1000000,0,2267,11179,1.90E+07,Free,2.7,2.3 and up,FAMILY,Role Playing,Teen
Bank Of Cyprus,4.1,100000,0,1751,1514,1.20E+07,Free,1.1,4.1 and up,FINANCE,Finance,Everyone
Map of Cyprus offline,4.6,10000,0,1725,470,2.10E+07,Free,3.9,2.3 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
McDelivery Cyprus,3.3,10000,0,1662,60,2.50E+07,Free,3.1.46 (CY02),4.3 and up,FOOD_AND_DRINK,Food & Drink,Everyone
CZ-USA,4.5,1000,0,2466,11,3.4,Free,1.0.2,4.0.3 and up,LIFESTYLE,Lifestyle,Everyone
CZ File Manager,2.2,1000000,0,1578,876,8.7,Free,3.2.3,4.2 and up,TOOLS,Tools,Everyone
Security Camera CZ,4.4,10000,0,1598,137,1.90E+07,Free,1.1.10,4.1 and up,HOUSE_AND_HOME,House & Home,Everyone
Å melina .cz inzerÃ¡ty inzerce,3.9,10000,0,1663,117,9.8,Free,1.3,4.0 and up,SHOPPING,Shopping,Everyone
Alzashop.com,4.5,500000,0,1581,32014,1.80E+07,Free,Varies with device,Varies with device,SHOPPING,Shopping,Everyone
KFC CZ,2.8,100000,0,1618,1189,1.80E+07,Free,5.1.0,4.0.3 and up,LIFESTYLE,Lifestyle,Everyone
Skylink Live TV CZ,3.3,100000,0,1604,2802,1.50E+07,Free,5,4.3 and up,FAMILY,Entertainment,Teen
Mapy.cz - Cycling & Hiking offline maps,4.5,1000000,0,1619,56409,4.30E+07,Free,6.2.0,4.1 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
Online TV CZ/SK PRO,3.1,1000,0.99,1624,167,2,Paid,3.3.2,4.0.3 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
Rande.cz,3.2,50000,0,2920,398,2.2,Free,1.0.1,2.3.3 and up,SOCIAL,Social,Mature 17+
Breweries (CZ/SK),4.4,50000,0,1953,1740,4.4,Free,3.1.0,4.1 and up,LIFESTYLE,Lifestyle,Teen
reality.cz,4.1,50000,0,1750,1372,5.4,Free,2.9.0,4.1 and up,HOUSE_AND_HOME,House & Home,Everyone
CZ-Help,5,5,0,1602,2,1.4,Free,0.1,4.4 and up,BOOKS_AND_REFERENCE,Books & Reference,Everyone
CZ-Cyberon Voice Commander,3.8,1000,5.99,2095,131,3.3,Paid,3.2.17030601,2.2 and up,TOOLS,Tools,Everyone
HTC Sense Input - CZ,4.3,10000,0,2579,87,7.3,Free,1.0.612933,5.0 and up,TOOLS,Tools,Everyone
WebCams,4.6,100000,0,1598,3963,2.30E+07,Free,5.2.11,4.2 and up,WEATHER,Weather,Everyone
Wallpaper.cz,4.9,100,0,2700,7,2.2,Free,1.2.0,3.0 and up,PHOTOGRAPHY,Photography,Everyone
CZ Kompas,5,10,0,1606,2,3.5,Free,1.1,4.0 and up,TOOLS,Tools,Everyone
MYTO CZ,2.9,5000,0,2479,30,4.8,Free,1.2,4.1 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
PLAYzone.cz,4.4,500,0,1850,14,7.3,Free,2.1.3,4.1 and up,FAMILY,Entertainment,Everyone
Tools & Mi Band,4.4,100000,3.49,1589,15753,1.30E+07,Paid,3.7.3,4.3 and up,HEALTH_AND_FITNESS,Health & Fitness,Everyone
TeeTime.cz,4.6,10000,0,1582,1641,6.2,Free,1.18.34,4.0 and up,SPORTS,Sports,Everyone
What is my IP address,4.5,500000,0,1613,4228,656000,Free,2.95,4.0 and up,TOOLS,Tools,Everyone
Windguru Lite,4,1000000,0,1787,9307,5,Free,2.0.8,4.4 and up,WEATHER,Weather,Everyone
Da Fit,3.5,10000,0,1592,1151,8.3,Free,v1.0.0-195-gb96d9f2,4.4 and up,SPORTS,Sports,Everyone
Dan the Man: Action Platformer,4.8,10000000,0,1589,528550,7.30E+07,Free,1.2.6,4.1 and up,GAME,Arcade,Teen
Ghost Detector,3.5,5000000,0,1651,35337,7.4,Free,1.7.28,4.0 and up,FAMILY,Entertainment,Teen
"Face Filter, Selfie Editor - Sweet Camera",4.7,10000000,0,1609,142758,2.20E+07,Free,1.5.1,4.4 and up,PHOTOGRAPHY,Photography,Everyone
Master for Minecraft(Pocket Edition)-Mod Launcher,4.6,50000000,0,1578,2674051,2.60E+07,Free,2.1.69,4.0.3 and up,TOOLS,Tools,Everyone
King of Math,4.4,10000,2.99,1654,766,1.40E+07,Paid,1.0.11,2.2 and up,FAMILY,Education;Education,Everyone
Translate: text & voice translator,4.3,5000000,0,1601,122010,7.3,Free,Translator 10.9.2,4.0.3 and up,TOOLS,Tools,Everyone
The Zueira's Voice,4.7,1000000,0,1605,136540,3.1,Free,4.75,4.0.3 and up,TOOLS,Tools,Everyone
Battery Calibration,4.4,5000000,0,1588,134412,1.10E+07,Free,3.0.5,4.4 and up,TOOLS,Tools,Everyone
Thuglife Video Maker,3.5,1000000,0,1775,38824,1.20E+07,Free,2.4.1,5.0 and up,FAMILY,Entertainment,Mature 17+
MadLipz,4.6,10000000,0,1593,171017,1.30E+07,Free,2.2.2,4.4 and up,FAMILY,Entertainment,Teen
Soccer FC,3.9,1000000,0,2324,6289,3.30E+07,Free,1.2,2.3 and up,SPORTS,Sports,Everyone
Geometry Dash SubZero,4.6,10000000,0,1806,260527,4.90E+07,Free,1,4.0 and up,GAME,Arcade,Everyone
Escaping the Prison,4.2,10000000,0,2354,419375,3.10E+07,Free,1.2.2,2.3 and up,FAMILY,Casual,Everyone 10+
Quiz TRUE or FALSE,4.6,50000,0,1752,2464,3.40E+07,Free,1.1,4.1 and up,GAME,Trivia,Everyone
Glam Doll Salon - Chic Fashion,4,10000000,0,2015,93898,4.40E+07,Free,1.1,4.1 and up,FAMILY,Casual,Everyone
Siren Ringtones,4.2,5000000,0,1607,42190,1.10E+07,Free,Varies with device,Varies with device,PERSONALIZATION,Personalization,Teen
Peppa Pig: Party Time,3.8,10000,2.99,1941,52,5.50E+07,Paid,1.2.1,2.3 and up,FAMILY,Educational;Pretend Play,Everyone
COOKING MAMA Let's Cook!,4.3,10000000,0,1589,528917,5.90E+07,Free,1.38.0,4.1 and up,FAMILY,Educational;Pretend Play,Everyone
Knife Hit,4.5,10000000,0,1654,462614,6.00E+07,Free,1.7.2,4.0.3 and up,GAME,Arcade,Everyone
The Visitor,4.1,5000000,0,1794,39895,2.50E+07,Free,1.2.3,4.1 and up,GAME,Adventure,Mature 17+
Just Dance Now,4.2,10000000,0,1633,794058,5.60E+07,Free,2.3.0,4.4 and up,GAME,Music,Everyone
DB Navigator,4,10000000,0,1613,119685,2.00E+07,Free,18.06.p03.02,4.0.3 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
SQLite DB Reader,3.6,50000,0,1829,301,2.3,Free,1.2.9,4.0 and up,TOOLS,Tools,Everyone
DB Browser,3.3,50000,0,4090,236,221000,Free,1.6,2.1 and up,TOOLS,Tools,Everyone
Sound Meter,4.7,10000000,0,1635,88993,1.5,Free,3.2.6,2.3 and up,TOOLS,Tools,Everyone
DRAGON BALL LEGENDS,4.6,5000000,0,1581,338742,4.80E+07,Free,1.11.0,6.0 and up,GAME,Action,Teen
db.Mobil App,4.5,5000,0,1604,23,3.10E+07,Free,3.4.5,3.0 and up,LIBRARIES_AND_DEMO,Libraries & Demo,Everyone
DB Streckenagent,3.9,500000,0,1805,4569,7.5,Free,2.1.10 (49),4.0 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
dB: Sound Meter Pro,4.3,5000,0,2180,31,228000,Free,1,4.0.3 and up,TOOLS,Tools,Everyone
dB Sound Level Meter,3.9,10000,0,2099,203,2.3,Free,1.08,3.0 and up,TOOLS,Tools,Everyone
DB Sound Meter: Measure Noise Level- Decibel Meter,4.3,10000,0,1814,824,2.8,Free,1.0.1,4.1 and up,TOOLS,Tools,Everyone
ACCDB MDB DB Manager Pro - Editor for MS Access,3.1,500,8.99,2219,19,4.5,Paid,1.0.8,4.0 and up,PRODUCTIVITY,Productivity,Everyone
Scale Models DB,4.4,50,2.99,1673,9,3.30E+07,Paid,0.6.2,4.3 and up,TOOLS,Tools,Everyone
DB Train Simulator,3.7,500000,0,1653,6514,7.20E+07,Free,1.6.2,3.0 and up,FAMILY,Simulation,Everyone
DB Tools,4.6,1000,0,3089,37,3.3,Free,1.9,2.2 and up,FAMILY,Education,Everyone
dB Meter - measure sound & noise level in Decibel,4.6,10000,0,1589,154,6.6,Free,1.1,4.4 and up,TOOLS,Tools,Everyone
DB LINK RGB,2.7,500,0,1991,7,5.2,Free,1.0.2,4.4 and up,TOOLS,Tools,Everyone
"10,000 Quotes DB (Premium)",4.1,500,0.99,3380,70,3.5,Paid,1.3,2.1 and up,BOOKS_AND_REFERENCE,Books & Reference,Everyone
Guide for DB Xenoverse,4.2,10000,0,2252,459,1.10E+07,Free,1.2,4.0 and up,BOOKS_AND_REFERENCE,Books & Reference,Everyone
DB Transport,1.9,10000,0,1724,179,1.00E+07,Free,3.05,4.1 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
DB Stay Connected,4.6,1000,0,1819,17,9.4,Free,1.4,4.0 and up,BUSINESS,Business,Everyone
Guide for DB Xenoverse 2,4.4,10000,0,2169,121,8.7,Free,1.1.2,4.1 and up,BOOKS_AND_REFERENCE,Books & Reference,Everyone
DB Customer Connect,4.2,10000,0,1594,100,6.3,Free,2.0.0,4.1 and up,BUSINESS,Business,Everyone
Patron DB,3.9,5000,0,2009,64,4.1,Free,1.24,4.4 and up,TOOLS,Tools,Everyone
DB Event App,2.4,5000,0,1985,37,3.70E+07,Free,1,4.1 and up,SOCIAL,Social,Teen
DB HOME,5,100,0,1918,5,3.2,Free,1.0.1,4.0 and up,LIFESTYLE,Lifestyle,Everyone
Bowers & Wilkins DB Subwoofers,3.9,10000,0,1777,21,1.10E+07,Free,1.2.0.27,5.0 and up,TOOLS,Tools,Everyone
DB Busradar NRW,3.7,10000,0,2059,78,3,Free,1.0.2,2.2 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
DB Pickles,5,100,0,1717,5,1.40E+07,Free,2.0.2,4.1 and up,BUSINESS,Business,Everyone
DB for Fallout Shelter,4,100000,0,1708,3323,4.70E+07,Free,1.9,4.0 and up,FAMILY,Simulation,Everyone
LC-DB,3,10,3.49,1868,1,2.5,Paid,1,4.2 and up,PHOTOGRAPHY,Photography,Everyone
dB Sound Meter,4.1,5000,0,2411,29,2.3,Free,1.2,4.0.3 and up,TOOLS,Tools,Everyone
DB for Hustle Castle,4.8,1000,0,1611,21,4.90E+07,Free,1.1,4.1 and up,FAMILY,Role Playing,Everyone
DB Ultra Saiyan Battle,4.5,1000,0,1590,33,4.40E+07,Free,1.3.7,2.3 and up,GAME,Action,Everyone 10+
Preferences Manager and SQLite DB Viewer,3.5,1000,0,1962,13,3,Free,1.01,4.0 and up,TOOLS,Tools,Everyone
SW-DB,4.5,10000,0,2334,954,7.6,Free,0.4.1,4.1 and up,TOOLS,Tools,Teen
DC Legends: Battle for Justice,4.5,10000000,0,1582,355613,5.90E+07,Free,1.21.2,4.4 and up,FAMILY,Role Playing,Teen
Injustice 2,4.3,5000000,0,1585,504765,3.60E+07,Free,2.4.1,4.4 and up,GAME,Action,Teen
Injustice: Gods Among Us,4.4,10000000,0,1631,2440877,3.20E+07,Free,2.21,4.0 and up,GAME,Action,Teen
FANDOM for: DC,4.4,500000,0,1595,6715,9.5,Free,2.9.8.1,4.4 and up,FAMILY,Entertainment,Mature 17+
DC Super Hero Girlsâ„¢,4.3,5000000,0,1616,43090,9.50E+07,Free,2.8.0,4.0 and up,FAMILY,Action;Action & Adventure,Everyone
LEGO Batman: DC Super Heroes,4.2,50000,4.99,2397,2557,5.8,Paid,Varies with device,4.0.3 and up,FAMILY,Adventure;Action & Adventure,Everyone 10+
Ultimate DC Challenge,4.5,10000,0,1869,937,3.50E+07,Free,2.14.5e,4.0.3 and up,GAME,Trivia,Everyone
LEGOÂ® DC Mighty Micros,4.3,10000000,0,1766,139545,6.30E+07,Free,1.6.1326,4.1 and up,FAMILY,Racing;Action & Adventure,Everyone
Justice League Action Run,4.3,1000000,0,1577,22333,9.7,Free,2.01,4.3 and up,GAME,Action,Everyone 10+
Marvel and DC Wallpapers,4.2,10000,0,1608,249,9.10E+07,Free,4,4.1 and up,PERSONALIZATION,Personalization,Everyone
DC Comics Amino,4.9,1000,0,1602,117,6.30E+07,Free,1.8.19106,4.0.3 and up,SOCIAL,Social,Teen
Quiz DC,1.4,1000,0,1802,33,3.1,Free,1.1,4.1 and up,GAME,Trivia,Everyone
Batman: Gothamâ€™s Most Wanted!,4,1000000,0,1682,16190,8.80E+07,Free,2.1.1,4.0 and up,FAMILY,Action;Action & Adventure,Everyone
"Superheroes, Marvel, DC, Comics, TV, Movies News",5,5000,0,1584,34,1.20E+07,Free,1.0.5,5.0 and up,COMICS,Comics,Everyone
MARVEL Contest of Champions,4.3,50000000,0,1585,2468915,9.20E+07,Free,19.1.0,4.0.3 and up,GAME,Action,Teen
DC Universe Quiz,4.3,500,0,1654,11,2.30E+07,Free,3.2.7z,4.0.3 and up,GAME,Trivia,Everyone
DC HSEMA,3.8,5000,0,1627,38,7.2,Free,4,4.4 and up,BOOKS_AND_REFERENCE,Books & Reference,Everyone
DC Universe Online Map,4.1,50000,0,3930,1186,6.4,Free,1.3,2.3.3 and up,TOOLS,Tools,Unrated
DC Public Library,4.2,1000,0,2733,20,3.4,Free,4.6.1,1.6 and up,BOOKS_AND_REFERENCE,Books & Reference,Everyone
MARVEL Strike Force,4.3,5000000,0,1584,166312,9.10E+07,Free,1.4.0,4.4 and up,FAMILY,Role Playing,Teen
Vote 4 DC,4.1,1000,0,2262,46,6.1,Free,4.0.6,4.0.3 and up,TOOLS,Tools,Everyone
Villains vs Superheroes,4.3,10000,0,1906,128,2.20E+07,Free,3.3.3z,4.0.3 and up,FAMILY,Puzzle,Everyone
DC Rider,3.6,50000,0,1803,258,6.9,Free,2.1,4.0 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
Power Rangers: Legacy Wars,4.3,10000000,0,1598,264755,9.10E+07,Free,2.2.1,4.0 and up,GAME,Action,Teen
MARVEL Future Fight,4.6,50000000,0,1612,2354042,7.20E+07,Free,4.2.0,4.0.3 and up,FAMILY,Role Playing,Everyone 10+
DC Metro Transit - Free,4.4,500000,0,1661,6895,1.00E+07,Free,5.11.3.1,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
DC N COMPANY ENTERTAINMENT RADIO!,5,100,0,1855,22,2.2,Free,1.4,4.4 and up,FAMILY,Entertainment,Mature 17+
Results for DC Lottery,4.4,5000,0,2091,160,8.5,Free,5.1,4.1 and up,FAMILY,Entertainment,Everyone
FOX 5 DC,4.5,100000,0,1708,1440,1.20E+07,Free,1.3.35.0,4.0 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone
Driver Permit Test Prep DC DMV Driver's License Ed,4.7,5000,0,1876,78,1.10E+07,Free,2.9.0,4.1 and up,FAMILY,Education,Everyone
DC-014,5,500,0,1631,3,1.60E+07,Free,1.0.3,4.1 and up,PHOTOGRAPHY,Photography,Everyone
DC Metro,3.4,10000,0,2866,59,1.3,Free,1,1.5 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
DC Trails-Hop On Hop Off Tours,3.1,5000,0,1583,16,1.80E+07,Free,1.4.9,4.0.3 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
DC Metro Transit,4.5,5000,2.99,1663,339,1.00E+07,Paid,5.11.3,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
AC DC Power Monitor,5,10,3.04,2377,1,1.2,Paid,1.2,2.3 and up,LIFESTYLE,Lifestyle,Everyone
McClatchy DC Bureau,4.3,5000,0,1627,80,8.7,Free,6.0.1,4.4W and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone 10+
AutoScout24 - used car finder,4.4,10000000,0,1582,186648,4.20E+07,Free,9.3.52,4.2 and up,AUTO_AND_VEHICLES,Auto & Vehicles,Everyone
wetter.com - Weather and Radar,4.2,10000000,0,1578,189310,3.80E+07,Free,Varies with device,Varies with device,WEATHER,Weather,Everyone
Your Freedom VPN Client,4,5000000,0,1657,74497,5.3,Free,20180518-01,4.0 and up,COMMUNICATION,Communication,Everyone
Speed Camera Radar,4.1,5000000,0,1646,54034,5.8,Free,2.1.15,4.0 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Teen
WDAMAGE: Car Crash Engine,3.8,1000000,0,1639,47386,9.60E+07,Free,31,4.2 and up,GAME,Racing,Everyone
Babbel â€“ Learn Languages,4.3,10000000,0,1585,267787,2.10E+07,Free,20.7.2,4.4 and up,FAMILY,Education,Everyone
APUS File Manager (Explorer),4.1,50000000,0,1582,498894,1.00E+07,Free,2.8.9.1004,4.0.3 and up,TOOLS,Tools,Everyone
Offroad Police Car DE,4.3,1000000,0,2087,9149,8.00E+07,Free,1.3,2.3.3 and up,FAMILY,Simulation,Everyone
Easy Language Translator,4.3,10000000,0,1647,191621,6.1,Free,1.43,4.0 and up,TOOLS,Tools,Everyone
Word Search multilingual,4.2,1000000,0,2619,32849,1.5,Free,2.2.13,2.3 and up,GAME,Word,Everyone
Love Collage - Photo Editor,4.3,10000000,0,1952,251686,3.10E+07,Free,2.3.8.6,4.1 and up,PHOTOGRAPHY,Photography,Everyone
Heavy Bus Simulator,4.4,5000000,0,1722,252006,2.60E+07,Free,1.084,2.3 and up,FAMILY,Simulation,Everyone
"CallApp: Caller ID, Blocker & Phone Call Recorder",4.4,10000000,0,1586,483782,2.00E+07,Free,1.286,4.1 and up,COMMUNICATION,Communication,Everyone
Love Fonts for FlipFont,3.9,1000000,0,1782,28694,2.9,Free,1.4.6,4.0.3 and up,PERSONALIZATION,Personalization,Everyone
Racing in Car 2,4.3,50000000,0,2200,234589,3.80E+07,Free,1,2.3.3 and up,GAME,Racing,Everyone
Escape the Prison Room,3.5,5000000,0,1812,113183,3.60E+07,Free,10.6,4.1 and up,FAMILY,Puzzle,Everyone
Bike Racing 3D,4.2,50000000,0,1779,951435,1.40E+07,Free,2.2,2.1 and up,GAME,Racing,Everyone
Satellite Director,4.1,10000000,0,1794,45610,176000,Free,1.56,1.6 and up,TOOLS,Tools,Everyone
Truck Driver Cargo,4.1,10000000,0,1778,257531,4.40E+07,Free,7,4.1 and up,GAME,Racing,Everyone 10+
Anime Love Story Games: âœ¨Shadowtimeâœ¨,4.7,5000000,0,1581,198480,8.20E+07,Free,20,4.1 and up,FAMILY,Simulation,Everyone
Checkers,4.5,10000000,0,1578,375996,3.3,Free,1.48.0,4.1 and up,GAME,Board,Everyone
Scratch Logo Quiz. Challenging brain puzzle,3.3,10000000,0,1615,152102,1.80E+07,Free,4.16,4.1 and up,GAME,Trivia,Teen
Myth Defense 2: DF,4.2,100000,0,2352,17108,8.3,Free,1.3.9,2.3.3 and up,FAMILY,Strategy,Everyone
Myth Defense 2: DF Platinum,4.6,10000,3.99,2353,1764,8.3,Paid,1.3.8,2.3.3 and up,FAMILY,Strategy,Everyone 10+
DF@realtime,4.3,1000,0,1862,24,8,Free,6.0.8.2.GM,3.2 and up,BUSINESS,Business,Everyone
DF Night Selfies,4.3,10000,0,1750,194,1.5,Free,1.6.0,4.0 and up,PHOTOGRAPHY,Photography,Everyone
DF Coaching,4,100,0,1652,1,3.6,Free,1.0.1,4.1 and up,SPORTS,Sports,Everyone
Digital Falak,4.7,50000,0,1646,3408,1.50E+07,Free,2.1.1,4.1 and up,TOOLS,Tools,Everyone
The Divine Feminine App: the DF App,5,1000,0,2390,8,6.7,Free,0.0.4,4.1 and up,LIFESTYLE,Lifestyle,Everyone
DF Glue Board,5,10,0,1777,1,2.70E+07,Free,Glueboardv.6,4.2 and up,PARENTING,Parenting,Everyone
DF-Server Mobile,4.9,100,0,2368,17,7.60E+07,Free,1.0.0,4.4 and up,PRODUCTIVITY,Productivity,Everyone
Red Transporte DF,4.3,500000,0,1678,11100,1.50E+07,Free,2.10.0 Summer,4.0.3 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
Periscope - Live Video,4,10000000,0,1606,479939,1.50E+07,Free,1.23.3.0,4.4 and up,SOCIAL,Social,Mature 17+
Droidbug BusyBox Advance PRO,4.5,100,3.99,1596,2,3.3,Paid,1.4,4.0.3 and up,TOOLS,Tools,Everyone
PDF Reader â€“ PDF Editor 2018,4.1,500000,0,1584,1648,3.60E+07,Free,9.5.8,4.1 and up,TOOLS,Tools,Everyone
Fix Error Google Playstore,4.3,1000,0,1958,18,5.7,Free,1,4.0 and up,BOOKS_AND_REFERENCE,Books & Reference,Everyone
DG Coupon,3.7,100000,0,1599,668,1.1,Free,20,4.0 and up,SHOPPING,Shopping,Everyone
Penny Finder,4.2,10000,2.99,1598,470,4.1,Paid,1.3.7,4.1 and up,SHOPPING,Shopping,Everyone
DG - Digital Coupons - Free Coupon and Discount,3.6,10000,0,1614,38,1.1,Free,20,4.0 and up,SHOPPING,Shopping,Everyone
DG Surveyor,3.6,50,8.99,1676,5,6.8,Paid,6,4.0.3 and up,BUSINESS,Business,Everyone
DG Smart life,2.1,1000,0,1911,14,2.80E+07,Free,1.0.5,4.1 and up,TOOLS,Tools,Everyone
Krazy Coupon Lady,4.7,1000000,0,1626,10318,3.20E+07,Free,2.1.8,4.4 and up,SHOPPING,Shopping,Everyone
DG UPnP Player Free,3.2,10000,0,2449,39,1.20E+07,Free,2,4.0.3 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
Penny Puss,3,1000,4.99,2336,19,2.20E+07,Paid,1.911.1944.4606,4.0 and up,TOOLS,Tools,Everyone
DG Mobile,4.3,1000,0,2063,59,1.4,Free,0.1.10.0,2.3 and up,GAME,Board,Everyone
Go Go Coupons - Free Coupon and Discount,3,1000,0,1614,4,1.2,Free,10,4.0 and up,SHOPPING,Shopping,Everyone
ZombieVital DG,4.3,100,12.99,1580,10,2.00E+07,Paid,Varies with device,Varies with device,FAMILY,Simulation,Everyone
DJ Electro Mix Pad,3.9,10000000,0,1994,53301,7.6,Free,1.6.0,4.0.3 and up,FAMILY,Entertainment,Everyone
DG Screen Recorder,3.3,500,0,2599,12,2.9,Free,1.7,5.0 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
DG Video Editor,4,10000,0,2277,486,2.5,Free,1.0.3,4.4 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
The DG Buddy,3.7,10,2.49,3076,3,1.10E+07,Paid,v3,2.2 and up,BUSINESS,Business,Everyone
Roland DG Mobile Panel,2.8,1000,0,1745,27,3.40E+07,Free,1.42,4.4 and up,TOOLS,Tools,Everyone
Destroy Gunners Î£,4.4,1000000,0,2147,10786,2.10E+07,Free,1.02,4.0.3 and up,GAME,Arcade,Everyone
DG-App,5,500,0,1828,1,4.5,Free,1.0.16,4.1 and up,TOOLS,Tools,Everyone
Can I pack that? - DG App,3.9,10000,0,2225,58,2.20E+07,Free,2.0.1,4.0.3 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
DG Phone Call Task Switcher,4.2,1000,0,2732,43,34000,Free,2.04,4.0 and up,PRODUCTIVITY,Productivity,Everyone
DG Fitness,4.8,100,0,1714,6,1.40E+07,Free,7.7.3,4.1 and up,HEALTH_AND_FITNESS,Health & Fitness,Everyone
Sharaf DG,4,500000,0,1664,7006,1.20E+07,Free,3.1,4.4 and up,SHOPPING,Shopping,Everyone
Coupon Mob - Discount Coupons,3,100,0,1646,2,1.3,Free,6,3.0 and up,SHOPPING,Shopping,Everyone
DG Users,4.5,100,0,1638,8,3.1,Free,1.2,4.0.3 and up,PRODUCTIVITY,Productivity,Everyone
DG Cars,2.6,10000,0,1637,122,1.10E+07,Free,31.11.9.156,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Free coupons and vouchers,5,100,0,1587,4,5.9,Free,1.5,4.4 and up,FINANCE,Finance,Everyone
DG OFF - 100% Free Coupons & Deals,5,10,0,1604,1,1.1,Free,1,4.0 and up,SHOPPING,Shopping,Everyone
DigooÂ·Cloud,4.1,10000,0,1640,543,2.60E+07,Free,1.2.1009.695,4.0.3 and up,TOOLS,Tools,Everyone
DG à¤—à¥à¤°à¤¾à¤® / Digital Gram Panchayat,4.5,10000,0,1626,53,5.9,Free,1.7,4.0 and up,NEWS_AND_MAGAZINES,News & Magazines,Teen
DG TV,5,100,0,1650,3,5.7,Free,1.2,4.1 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone
DHgate-Shop Wholesale Prices,4.5,5000000,0,1583,104068,3.70E+07,Free,4.5.1,4.1 and up,SHOPPING,Shopping,Teen
DEER HUNTER CLASSIC,4.4,50000000,0,1599,3941129,7.70E+07,Free,3.12.0,3.0 and up,GAME,Action,Teen
DEER HUNTER RELOADED,4.3,5000000,0,3363,314774,4.30E+07,Free,3.8.2,2.1 and up,GAME,Action,Teen
DH Pineapple Poker OFC,4.2,100000,0,1848,1878,2.00E+07,Free,1.0.13,3.0 and up,GAME,Casino,Teen
DH UFO,3,1000,0,2002,4,8,Free,1,4.1 and up,FAMILY,Entertainment,Everyone
Galaxy Defense,4.1,5000000,0,2658,78142,1.70E+07,Free,1.2.3,3.0 and up,FAMILY,Strategy,Everyone
Call of Miniâ„¢ Dino Hunter,4.2,10000000,0,3100,326042,1.00E+07,Free,3.1.7,3.0 and up,GAME,Action,Teen
Castle Defense 2,4.2,1000000,0,2141,35172,3.40E+07,Free,3.2.2,2.3.3 and up,FAMILY,Strategy,Teen
Dungeon Rush,4,1000000,0,2169,28633,8.10E+07,Free,1.14.0,2.3 and up,FAMILY,Role Playing,Everyone 10+
